|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
36675|1.55091E+18|23-07-2022|14.13.55|@Firefoxffx @globeearthshil @MediumFrancis @ukraine_map No. It doesn't change the problem of USA instrumentalizing ukraine and militarizing it against Russia. They tried since the cold war, they tried after 1991, they tried in 2004, they tried in 2014 and|map doesnt change problem usa instrumentalizing ukraine militarizing russia tried since cold war tried 1991 tried 2004 tried 2014 success next step wage war intervene win|0.35|0.125|Positive|Opinion|spam
36697|1.55091E+18|23-07-2022|14.07.34|@perkins_27 @apmassaro3 In the war of 1920, Poland won two big battles, but lost the war through the 1921 Treaty of Riga, and leaving Ukraine alone to the slaughtered by Russia. Poland did not even remotely recovered its territory from 1771. Russia had a |27 war 1920 poland two big battle lost war 1921 treaty riga leaving ukraine alone slaughtered russia poland even remotely recovered territory 1771 russia temporary setback came back murder 1939|0.1|-0.033333333|Negative|Opinion|spam
36699|1.55091E+18|23-07-2022|14.07.24|Devastated by the war with Russia, Ukraine's economy fell by around 40% year on year in the second quarter of this year, the central bank said, opening up the possibility it could keep the key rate at 25% until the second quarter of 2024.  https://t.co/pzlh2Ey3ru|devastated war russia ukraine economy fell around 40 year year second quarter year central bank said opening possibility could keep key rate 25 second quarter 2024|0.3125|0|Neutral|Opinion|spam
36722|1.5509E+18|23-07-2022|14.00.43|@BidensWins The point is: The sanctions caused the 60% increase. We suffered for 4 months now. The (proxy war) Ukraine, the nation is now being reduced to rubble, and Russia is  again selling oil to Germany and Europe...So WTF are you talking about? Do yo|point sanction caused 60 increase suffered 4 month proxy war ukraine nation reduced rubble russia selling oil germany europeso wtf talking mind ur|1|-0.5|Negative|Opinion|spam
36733|1.5509E+18|23-07-2022|13.59.07|@joncoopertweets The point is: The sanctions caused the 60% increase. We suffered for 4 months now. The (proxy war) Ukraine, the nation is now being reduced to rubble, and Russia is  again selling oil to Germany and Europe...So WTF are you talking about? |point sanction caused 60 increase suffered 4 month proxy war ukraine nation reduced rubble russia selling oil germany europeso wtf talking mind ur|1|-0.5|Negative|Opinion|spam
36735|1.5509E+18|23-07-2022|13.58.14|@Prometheous8 @DMokryk 4x what those slut bags Germany import. $150+ million a day. Vast quantities. That's just oil. Xi snaps his fingers and wars over in Ukraine this week. Frankly, no matter what happens in this war, its a catastrophe for Russia. Total|4x slut bag germany import 150 million day vast quantity thats oil xi snap finger war ukraine week frankly matter happens war catastrophe russia total miscalculation 22|0.875|0|Neutral|Opinion|spam
36751|1.5509E+18|23-07-2022|13.52.41|Now tonight, Mykolaiv came under rocket fire 🚀  Here are the consequences that the Russian occupiers will leave us 😭 There are several wounded, but there are no victims.  Thank God 🙏  Russia is a terrorist!  Please make a REPOST 🙏  Mykolaiv 23.07.2022  #war #Ukraine #mykolaiv  https://t.co/hVuc3ymjne|tonight mykolaiv came rocket fire consequence russian occupier leave u several wounded victim thank god russia terrorist please make repost mykolaiv 23072022 war ukraine mykolaiv|0.016666667|-0.025|Negative|Opinion|spam
36758|1.5509E+18|23-07-2022|13.48.36|Ukraine and Russia Exchange Missile Barrages on Day 150 of BIDEN’S SUPPORTED CATASTROPHIC War TRILLIONS FROM BIDEN TO KEEP UP THE SLAUGHTERING BUT NO DIPLOMACY   https://t.co/mPj95yHj0c|ukraine russia exchange missile barrage day 150 biden supported catastrophic war trillion biden keep slaughtering diplomacy|0|0|Neutral|Fact|spam
36794|1.5509E+18|23-07-2022|13.37.07|It's UK people  who chose next PM!  Knowledgeless can't be Truss!  UK Not a US state Why Spend taxpayers money 4 US war?  The truth 2004/14 'Color Revolution' n CIA Coup US has been arming Ukraine to fight Russia  Listen top US at military Ukraine 2016   https://t.co/gkRPF5oSZK|uk people chose next pm knowledgeless cant truss uk u state spend taxpayer money 4 u war truth 200414 color revolution n cia coup u arming ukraine fight russia listen top u military ukraine 2016|0.2|0.133333333|Positive|Opinion|spam
36796|1.5509E+18|23-07-2022|13.35.19|It's UK people  who chose next PM!  Knowledgeless can't be Truss!  UK Not a US state Why Spend taxpayers money 4 US war?  The truth 2004/14 'Color Revolution' n CIA Coup US has been arming Ukraine to fight Russia  Listen top US at military Ukraine 2016   https://t.co/gkRPF5oSZK|uk people chose next pm knowledgeless cant truss uk u state spend taxpayer money 4 u war truth 200414 color revolution n cia coup u arming ukraine fight russia listen top u military ukraine 2016|0.2|0.133333333|Positive|Opinion|spam
36801|1.5509E+18|23-07-2022|13.35.00|It's UK people  who chose next PM!  Knowledgeless can't be Truss!  UK Not a US state Why Spend taxpayers money 4 US war?  The truth 2004/14 'Color Revolution' n CIA Coup US has been arming Ukraine to fight Russia  Listen top US at military Ukraine 2016   https://t.co/gkRPF5oSZK|uk people chose next pm knowledgeless cant truss uk u state spend taxpayer money 4 u war truth 200414 color revolution n cia coup u arming ukraine fight russia listen top u military ukraine 2016|0.2|0.133333333|Positive|Opinion|spam
36809|1.5509E+18|23-07-2022|13.32.17|@PlessierMarc @ivan_8848 I guess you have a nice collection of pictures, nice for you. Using them in every reply is ridiculous. War crimes in Ukraine? Yeah there were a lot since 2014. Like the Odessa massacre and a lot of others. Russia will catch the cr|8848 guess nice collection tures nice using every reply ridiculous war crime ukraine yeah lot since 2014 like odessa massacre lot others russia catch criminal get right penalty|0.817142857|0.15047619|Positive|Opinion|spam
36839|1.55089E+18|23-07-2022|13.22.42|@TimNameSecret @GeromanAT Would’ve been better if Russia was able to invade in 2014 after the Maidan coup. Ukraine agreed to and then refused to honour Minsk as a delaying tactic so in the proceeding years the US/NATO could train their army for war with|would better russia able invade 2014 maidan coup ukraine agreed refused honour minsk delaying tactic proceeding year usnato could train army war russia killed 14000 people donbas|0.375|0.266666667|Positive|Opinion|spam
36852|1.55089E+18|23-07-2022|13.19.03|@JamesAmbas3 Of course October 2021 V Nuland stayed 3 days in Moscow, Kremlin to prepare the war (business plan) and November 2021, the CIA Director also went to Moscow, to tell them WHEN exactly they had to invade  (When Russia enters,Ukraine retreats,wh|course october 2021 v nuland stayed 3 day moscow kremlin prepare war business plan november 2021 cia director also went moscow tell exactly invade russia entersukraine retreatswhen ukraine enters russia retreat|0.25|0.25|Positive|Opinion|spam
36882|1.55089E+18|23-07-2022|13.10.05|Ukraine vs russia war is brutal Avg annual death toll worse than vietnam almost ww2 level (81k Americans killed per year)  in just 5 months 38k russians killed (5k named) Ukraine lost 10k to 23k soldiers  In vietnam US lost 2.9k soldiers annually this war is 10x to 20x more dead  https://t.co/q1Yh7wIdpm|ukraine v russia war brutal avg annual death toll worse vietnam almost ww2 level 81k american killed per year 5 month 38k russian killed 5k named ukraine lost 10k 23k soldier vietnam u lost 29k soldier annually war 10x 20x dead|0.285714286|-0.267857143|Negative|Opinion|spam
36906|1.55089E+18|23-07-2022|13.00.52|#Ukraine and #Russia have agreed on a solution to the #grain crisis caused by the war. About about 20 million tons of grain are waiting to be exported by applying specific procedures. Ukraine and Russia supply 40% of Africa's wheat needs.  https://t.co/5JLD85NYKn|ukraine russia agreed solution grain crisis caused war 20 million ton grain waiting exported applying specific procedure ukraine russia supply 40 africa wheat need|0.125|0|Neutral|Opinion|spam
36985|1.55088E+18|23-07-2022|12.37.50|Ukraine and Russia Exchange Missile Barrages on Day 150 of War  https://t.co/YVARwTPkL0 via @BreitbartNews|ukraine russia exchange missile barrage day 150 war via|0|0|Neutral|Fact|spam
36994|1.55088E+18|23-07-2022|12.35.02|Ukraine and Russia Exchange Missile Barrages on Day 150 of War  https://t.co/Ir9gZ42gl4 via @BreitbartNews|ukraine russia exchange missile barrage day 150 war via|0|0|Neutral|Fact|spam
37009|1.55088E+18|23-07-2022|12.31.23|The world has just ten weeks' worth of wheat left after the Ukraine war  Food supplies are being rocked by Russia's invasion of the 'breadbasket of Europe'   https://t.co/XrdHWcjg2N  https://t.co/o6v0SiBAPP 05 #SaveOurDemocracy|world ten week worth wheat left ukraine war food supply rocked russia invasion breadbasket europe 05 saveourdemocracy|0.033333333|0.1|Positive|Opinion|spam
37046|1.55088E+18|23-07-2022|12.22.34|@onelazyuser @JosepBorrellF They give tacit support for all the western weapons pouring into Ukraine. They do not say stop the war. In diplomatic terms they are saying goodbye Russia. You had a chance, but now you're fucked for a 100 years|give tacit support western weapon pouring ukraine say stop war diplomatic term saying goodbye russia chance youre fucked 100 year|0.35|-0.3|Negative|Opinion|spam
37050|1.55088E+18|23-07-2022|12.21.44|@KoboldPropagand @Yeenie_Mcbeenie Its also ignoring the fact Russia has IADS they arent currently using (Because Russia isn’t TECHNICALLY at war) and they havent had a mass conscription yet. Meaning their units are only 50-60% full in Ukraine.   They al|mcbeenie also ignoring fact russia iads arent currently using russia technically war havent mass conscription yet meaning unit 5060 full ukraine also several hundred thousand tonne nuclear weapon|0.2625|0.0875|Positive|Opinion|spam
37052|1.55088E+18|23-07-2022|12.21.07|@usernamenotapun @chadloder @AP Ukraine: deposes Russian-backed ruler who was turning the country into Belarus. Russia: invades Ukraine in 2014, denies that its soldiers are even there, claims it's a civil war.|ukraine deposes russianbacked ruler turning country belarus russia invades ukraine 2014 denies soldier even claim civil war|0|0|Neutral|Fact|spam
37057|1.55088E+18|23-07-2022|12.20.16|@Royjohansson70 @PolinaPomorenko If only Russia didn't invaded Ukraine in 2014 there wouldn't be 14k dead. But war is war, Ukraine had to defend against russian nazies. And now 50k russians are dead. But Putin will probably send 200k people to death befor|russia didnt invaded ukraine 2014 wouldnt 14k dead war war ukraine defend russian nazies 50k russian dead putin probably send 200k people death admits defeat|0.2|-0.1|Negative|Opinion|spam
37099|1.55088E+18|23-07-2022|12.07.23|@MikhailLulu @AyuBlossom1 @ShankHu15 @KevorkAlmassian @georgegalloway You think less shells are dropping in Donbas now? 😂 listen 2014 was a war Russia started. And a separatist region that was treated a lot better by Ukraine than Chechnya ever was by y|think le shell dropping donbas listen 2014 war russia started separatist region treated lot better ukraine chechnya ever force|0.5|0.5|Positive|Opinion|spam
37117|1.55087E+18|23-07-2022|12.02.31|Ukraine and Russia Exchange Missile Barrages on Day 150 of War  https://t.co/KgLnLSijpE via @BreitbartNews|ukraine russia exchange missile barrage day 150 war via|0|0|Neutral|Fact|spam
37125|1.55087E+18|23-07-2022|12.00.32|@NgagedPolitics @chappy1933 @Tigger0000 @ProudSocialist @IkeHillel My question set the stage for your question, that’s why.  You put the cart before the horse.   If you can’t see how the 2014 coup &amp; installing a US/NATO friendly puppet government |question set stage question put cart horse see 2014 coup amp installing usnato friendly puppet government border russia led ukraine war 8 year later never get|0.25|0.1875|Positive|Opinion|spam
37134|1.55087E+18|23-07-2022|12.00.01|@LeandroMVidal @alltejuupptaget @cronny91 @AFP How do you figure this out since Russia alone invaded Ukraine in 2014, and Russia alone is currently invading Ukraine in 2022. It's Russia that is the (poor) Master of War here.  The US is living rent free in|figure since russia alone invaded ukraine 2014 russia alone currently invading ukraine 2022 russia poor master war u living rent free head stuff happened well born|0.6|0|Neutral|Opinion|spam
